Name_CH,Name_ML,Name_EN,Location,Region,Category,PageNumber,Country
新春满园同业公会,,New Wembley Park Traders Association,"83-C/92-C, New Wembley Park, 10300 Pulau Pinang.",Penang,业缘,87,Malaysia
新光大广场店商公会,Dewan Perniagaan Prangin Mall,Prangin Mall Merchant Association,"54, Cintra Street, 10100 Penang.",Penang,业缘,87,Malaysia
威省车商公会,,The Province Wellesley Motor & Cycle Dealers' Association,"4645, Jalan Heng Choon Thian, 12000 Butterworth.",Penang,业缘,87,Malaysia
威省报界协会,Persatuan Wartawan Seberang Perai,Province Wellesley Pressman Association,"G-03, Pangsapuri Perindu, 13400 Butterworth.",Penang,业缘,87,Malaysia
威省米较商协会,,Rice Millers' Association Province Wellesley,"4807 (1st Floor), Room B, Jalan Chain Ferry, Butterworth.",Penang,业缘,87,Malaysia
威省金银饰品商业公会,,P.W. Gold & Silver Ornament Merchant Association,"4395, Jalan Heng Choon Thiam, 12000 Butterworth.",Penang,业缘,87,Malaysia
威省咖啡餐室经营公会,Persatuan Tuan-Tuan Empunya Kedai Kopi Dan Kedai Makanan Seberang Perai,,"No.29-C, Jalan Tembikai, Taman Mutiara, Bukit Mertajam.",Penang,业缘,87,Malaysia
威省建造行,Kin Cho Hong,,"109, Jalan Datuk Ooh Chooi Cheng, 14000 Bukit Mertajam.",Penang,业缘,87,Malaysia
威中小贩商业公会,Persatuan Penjaja-Penjaja Seberang Perai Tengah,,"3006, 2nd Floor, Jalan Berjaya, Taman Sri Maju, 14000 Bukit Mertajam, Seberan Perai Tengah.",Penang,业缘,87,Malaysia
威中猪肉商公会,Persatuan Penjual-Penjual Daging Babi Seberang Perai Tengah Pulau Pinang,,"No.38, Persiaran Perpaduan, B Garden, Bukit Mertajam.",Penang,业缘,87,Malaysia
威南树胶商公会,Persatuan Peniaga-Peniaga Getah Seberang Perai Selatan,,"No.193, High Road, Nibong Tebal, Province Wellesley South.",Penang,业缘,87,Malaysia
槟城浮罗圣心校友会,Persatuan Bekas Murid-AAurid Sekolah Sacred Heart Balik Pulau,,"c/o SM Sacred Heart, 11000 Balik Pulau, Pulau Pinang.",Penang,文教,88,Malaysia
槟城丹绒武雅培华校友会,Persatuan Bekas Murid-Murid Poey Wah,,"534-A, Tanjong Bunga, 11200 Penang.",Penang,文教,88,Malaysia
槟城槟华校友会,,Penang Chinese Girls' School Union,"5, Jalan Bagan Germal, 10250 Penang.",Penang,文教,88,Malaysia
槟城佛教义学校友会,Persatuan Bekas Murid-Murid Penang Buddhist Free School Pulau Pinang,The Penang Buddhist Free School Ex-Pupil Association,"22-A, Jalan Munshi Abdullah, 10460 Pulau Pinang.",Penang,文教,88,Malaysia
北海中华公学校友会,Persatuan Murid-Murid Tua Sekolah Chung Hwa,,"3921, Jalan Bagan Luar, 12000 Butterworth.",Penang,文教,88,Malaysia
北海光华校友会,Persatuan Murid-Murid Tua SRJK(C) Kwang Hwa Butterworth,,"6542 Jalan Raja Udo, 12300 Butterworth.",Penang,文教,88,Malaysia
北赖中华三校校友会,"Persatuan Bekas Murid-Murid Sekolah Chung Hwa (3) Perai, Seberang Perai",,"D/A SRJK(C) Chung Hwa 3, Perai.",Penang,文教,88,Malaysia
北海韩江校友会,Persatuan Bekas Murid-Murid Han Chiang,Han Chiang Ex-Pupils Association Of Butterworth,"No.6, Jalan Bagan 3, Taman Bagan 3,13400 Butterworth.",Penang,文教,88,Malaysia
北海励华校友会,,Li Hwa School Ex-Pupils Association Butterworth,"No.56, Lorong Kenanga Off Jalan Raja Uda, Butterworth.",Penang,文教,88,Malaysia
北马华乐协会,Pertubuhan Muzik Tiong Hua Malaysia Utara,,"32, Jalan Manggis, Taman Bak Hai, 14000 Bukit Mertajam.",Penang,文教,88,Malaysia
峇冬丁谊村华小校友会,Persatuan Bekas Murid-Murid SRK(C) Permatang Tinggi Seberang Pereai Tengah,,SRK (C) Permatang Tinggi Simpan Ampat.,Penang,文教,88,Malaysia
槟城光华校友会,,Kwang Hwa School Old Pupils' Association Sg. Nibong Penang,"Kwang Hwa School Sg. Nibong, Bayan Lepas, Pulau Pinang.",Penang,文教,89,Malaysia
槟城共和学校校友会,Persatuan Bekas Murid-Murid Sekolah Keong Hoe Pulau Pinang,,"529, Sungai Dua, 11700 Pulau Pinang.",Penang,文教,89,Malaysia
,Pertubuhan Bahasa Jepun Pulau Pinang,Penang Japanese Language Society,"7-H-3, Gottlieb Road, 10350 Penang. P.O.Box 577, Penang.",Penang,文教,89,Malaysia
槟城韩江同学会,Persatuan Alumni Han Chiang Pulau Pinang,,"71-L, Jalan Terengganu, 10460 Penang.",Penang,文教,89,Malaysia
槟城培新校友会,Persatuan Bekas Murid-Murid Sekolah Phei Shin,,"410-A, Jalan Bukit Dumbar, 11600 Pulau Pinang.",Penang,文教,89,Malaysia
槟城慕义校友会,Persatuan Bekas Penuntut Sekolah Moh Ghee Pulau Pinang,,"136, Jalan Jelutong, 11600 Pulau Pinang.",Penang,文教,89,Malaysia
槟城留台师范大学校友会,,Taiwan Normal University Graduates' Association,"80, Jalan Siam, 10400 Pulau Pinang.",Penang,文教,89,Malaysia
槟城华校教师会,"Persatuan Guru-Guru Sekolah China, Pulau Pinang",Penang Chinese School Teachers' Association,"25, Jalan Irawadi, 10050 Pulau Pinang.",Penang,文教,89,Malaysia
槟城留台同学会,,Penang Alumni Association Of Taiwan Universities & Colleges,"50-C, 3rd Floor, Argyll Road, 10050 Penang.",Penang,文教,89,Malaysia
槟城日间师训毕业教师会,Persatuan Guru-Guru Lepasan Maktab Penguruan Harian Pulau Pinang,P.T.C. Trained Teacher Association,"15, Jalan Trrawaddy, 10050 Pulau Pinang.",Penang,文教,89,Malaysia
槟城菩提校友会,Persatuan Bekas Murid-Murid Sekolah Phor Tay,,"10-E, Jalan Dato Koyah,10050 Pulau Pinang.",Penang,文教,89,Malaysia
槟城励华校友会,Persatuan Siswazah Li Hua Pulau Pinang,Penang Li Hua Graduate Society,"21, Persiaran Makhoda, Taman Teluk Air Tawar, Butterworth.",Penang,文教,89,Malaysia
槟城音艺文化协会,,Penang Arts & Cultural Society,"AB-G-5, Taman Tun Sardon, 11700 Glugor, Pulau Pinang.",Penang,文教,90,Malaysia
槟城同善校友会,,Tong Sian Ex-Pupils Association,"158, Jalan P. Ramlee 10460 Pualua Pinang.",Penang,文教,90,Malaysia
槟城中华校友会,,Chung Hwa School Union,"No.80, Jalan Burma, 10350 Penang.",Penang,文教,90,Malaysia
槟城钟灵校友会,Persatuan Alumni Chung Ling Pulau Pinang,Penang Chung Ling High School Union,"No.46, Jalan Anson, 10400 Pulau Pinang.",Penang,文教,90,Malaysia
槟城中正校友会,,Penang Chung Cheng School Union,"30, Noordin Street 10300 Penang.",Penang,文教,90,Malaysia
槟城三民校友会,Persatuan Murid-Murid Lepasan Sekolah Sum Min,,"1, Lebuh Tye Sin, 10300 Pulau Pinang.",Penang,文教,90,Malaysia
槟城益华校友会,Persatuan Bekas Murid-Murid Aik Hua,,"93 Lebuh Muntri, 10200 Pulau Pinang.",Penang,文教,90,Malaysia
槟城商务校友会,"Persatuan Bekas Murid-Murid Sekolah Shang Wu, Pulau Pinang",Shang Wu School Ex-Students Association Penang,"407, Lebuh Chulia, 10200 Pulau Pinang.",Penang,文教,90,Malaysia
槟城协和校友会,,Union School Alumni Association,"C/O 288, Gat Lebuh Macallum, 10300 Pulau Pinang.",Penang,文教,90,Malaysia
槟城时中校友会,,Shih Chung Sch. Ex-Students' Association,"72-A, Love Lane, 10200 Pulau Pinang.",Penang,文教,90,Malaysia
槟城艺术协会,Persatuan Kesenian Pulau Pinang,Penang Arts Society,"3rd Floor, room 307, 22 Jalan Masjid Kapitan Keling, 10200 Pulau Pinang.",Penang,文教,90,Malaysia
槟城颖川校友会,Persatuan Murid-Murid Tua Sekolah Eng Chuan,,"24, Sek Tan Court Beach St., 10300 Pulau Pinang.",Penang,文教,90,Malaysia
槟州华校校友会联合会,P.P.P. Bekas Pelajar-Pelajar Sekolah Tiong Hua Pulau Pinang,,"63-B-01-07, University Heights, Jalan Sungai Dua, 11700 Pulau Pinang.",Penang,文教,91,Malaysia
槟榔屿韩江校友会,,Han Chiang Ex-pupils Association Penang,"31-D, Sam Road, 10400 Penang.",Penang,文教,91,Malaysia
槟华高师同学会,,Penang Chinese Senior Normal Students Union,"25, Jalan Irrawaddy, 10050 Pulau Pinang.",Penang,文教,91,Malaysia
槟州华校临时教师公会,Persatuan Guru-Guru Sementara Sekolah China Pulau Pinang,,"25, Jalan Irrawaddy, 10050 Pulau Pinang.",Penang,文教,91,Malaysia
槟城钟灵校友童军协会,Persatuan Bekas Pengakap Chung Ling Pulau Pinang,"The Chung Ling Ex-scouts' Association, Penang","46, Jalan Anson, 10400 Penang.",Penang,文教,91,Malaysia
槟榔屿明德校友会,,Beng Teik Ex-Pupils' Association,"40, Lebuh Presgrave 10300 Penang.",Penang,文教,91,Malaysia
槟州人民文化协会,Persatuan Kebudayaan Rakyat Pulau Pinang,Penang People's Culture Seciety,"No.15, Jalan Sungai Ujong, 10100 Pulau Pinang.",Penang,文教,91,Malaysia
槟州歌乐协会,Pertubuhan Muzik Pulau Pinang,Penang Music Council,"93, Lebuh Muntai, l0200 Penang.",Penang,文教,91,Malaysia
槟榔屿古物协会,Persatuan Pengumpul Barangan Antik Pulau Pinang,Penang Antique Collectors Association,"8, Jalan Pintal TalI, 10100 Pulau Pinang.",Penang,文教,91,Malaysia
槟榔屿南洋大学校友会,,Penang Nanyang University Alumni Association,"66, Weld Quay, 10300 Penang.",Penang,文教,91,Malaysia
槟威华校董事联合会,Gabungan Persatuan-Persatuan Lembaga Pengurus Sekolah-Sekolah Pulau Pinang & Seberang Perai,,"C/O Penang Chinese Town Hall Rooom 10-l(Top Floor), 22, Jalan Masjid Kapitan Keling, 10200 Penang.",Penang,文教,91,Malaysia
槟州交响乐团协会,Persatuan Simfoni Pulau Pinang,Penang Symphony Society,,Penang,文教,91,Malaysia
浮罗山背崇德校友会,,Chong Teik School Old Boys' Association,"338, Jalan Quah Sin Khong, 11000 Balik Pulau, Pulau Pinang.",Penang,文教,92,Malaysia
崇正校友会,Persatuan Bekas Murid-Murid Sekolah Chong Cheng Sg. Ara Pulau Pinang,,"SJK Chong Cheng (C), Sg. Ara, Pulau Pinang.",Penang,文教,92,Malaysia
公民同学会,Persatuan Bekas Murid SJK(C) Kong Min Kong Min,School Old Pupils' Association,"No.39-A, Jalan Air Hitam, 11500 Pulau Pinang.",Penang,文教,92,Malaysia
辅友社校友会,Pertubuhan Bekas Pelajar SRJK(C) Hu Yew Seh Pulau Pinang,,"Blok 46-7-7, Jalan Besi, Jelutong, Pulau Pinang.",Penang,文教,92,Malaysia
槟州三国演义硏究协会,Persatuan San Guo Yan Yi Negeri Pulau Pinang,,"108, Jalan Bagan Serai, 11600 Penang.",Penang,文教,92,Malaysia
槟州幼稚园教师公会,Persatuan Guru-Guru Tadika Pulau Pinang,,"D/a Jit Sin Kindergarten, 6, Johor Road, 10400 Pulau Pinang.",Penang,文教,92,Malaysia
槟属华校师资训练班同学会,,Penang Chinese School Teachers'Training Class Union,"25, Jalan Irrawaddy, 10050 Pulau Pinang.",Penang,文教,92,Malaysia
槟州舞蹈协会,Persatuan Tarian Desa Pulau Pinang,,"c/o 101-10-4, Menara Perdana, Jalan Gurdwara, 10300 Penang.",Penang,文教,92,Malaysia
槟州书艺学会,,The Calligraphy Association Of Penang,"184, Jalan CY Choy, 10300 Pulau Pinang.",Penang,文教,92,Malaysia
大山脚日新校友会,Persatuan Bekas Murid-Murid Sekolah Jit Sin,Jit Sin School Union,"462, Jalan Sri Bukit, 14000 Bukit Mertajam.",Penang,文教,92,Malaysia
高峇三方华侨校友会,,Oversea Chinese Sch. Old Boys' Association,"D/A 1148, Mk-20, Kubang Semang, 11400 Bukit Mertajam.",Penang,文教,92,Malaysia
高渊培德校友会,Persatuan Bekas Murid-Murid Sekolah Pai Teik,,"1185, Jalan Pintu Sepuluh, 14300 Nibong Tebal, Seberang Perai Selatan.",Penang,文教,92,Malaysia
恒毅校友会,,Heng Ee Ex-pupils' Association,"99, Jalan Hamil Ton, 11600 Pulau Pinang.",Penang,文教,93,Malaysia
日落洞华小校友会,Persatuan Bekas Murid-Murid Sekolah Rendah Cina Jelutong,Primary Ex-pupils' Association Jelutong,"C/o 99A, Jalan Tan Sri The Ewe Lim, 11600 Penang.",Penang,文教,93,Malaysia
马来西亚华人文化协会槟州分会,Pertubuhan Kebudayaan China Malaysia Negeri Pulau Pinang,,"15, Jalan Pahang ,10400 Pulau Pinang.",Penang,文教,93,Malaysia
丽泽校友会,Persatuan Bekas Murid Sekolah Li Tek,Li Tek School Ex-pupils' Association,"152, Lebuh Carnarvon, 10100 Pulau Pinang.",Penang,文教,93,Malaysia
马来西亚韩江校友会总会,Persekutuan Alumni Han Chiang Malaysia,,"No.2, Lorong Ceri 6, Taman Aman Jaya, Off Jalan Raja Ulu, 12300 Butterworth.",Penang,文教,93,Malaysia
甲拋峇底培育校友会,"Pertubuhan Bekas Murid Sekolah Pei Yu Kepala Batas, Seberang Perai Utara.",,"31 Jalan Bertam, Kepala Batas, Seberang Perai Utara.",Penang,文教,93,Malaysia
马来西亚国民型华文中学校长理事会,Majlis Pengetua Sekolah Menengah Conforming Malaysia,,"SMJK Ji Sin, Jalan Binjal Taman Sri Rambai.",Penang,文教,93,Malaysia
威北甲抛峇底华侨校友会,Hwa Keow School Ex-Pupils' Association,,"31, Jalan Bertam Kepala Batas, 13200 Seberang Perai Utara.",Penang,文教,93,Malaysia
侨先校友会,Persatuan Bekas Murid-Murid Sekolah Keow Kuang,,"991, Sg. Rumbai, Bukit Mertajam.",Penang,文教,93,Malaysia
敬群校友会,Persatuan Bekas Murid-Murid Sekolah Keng Koon Bukit Tambun Seberang Perai,,"No.13, Main Road, Bukit Tambu, Province Wellesley South.",Penang,文教,93,Malaysia
启新校友会,Persatuan Bekas Murid-Murid Kay Sin Machang Bubok Seberang Perai,,"No.1145, Jalan 9, Machang Bubok, Bukit Mertajam.",Penang,文教,93,Malaysia
威北马华校友会,Persatuan Bekas Murid-Murid Sekolah Mah Hua,,"1807, Kampong Selamat, 11700 Tasek Glugo, Province Wellesley.",Penang,文教,93,Malaysia
文开校友会,Persatuan Bekas Murid-Murid Sekolah Wan Khai Pulau Pinang,,"Sekolah Rendah Wan Khai, Jalan Batu Maung, Pulau Pinang.",Penang,文教,94,Malaysia
新江校友会,Persatuan Bekas Murid-Murid Sekolah Sin Kang Sin Kang School Union,,"181, Carnarvon Street 10100 Penang.",Penang,文教,94,Malaysia
威省钟灵校友会,Persatuan Alumni Chung Ling Seberang Perai,,"4, Jalan Teratai, Off Jalan Raja Uda, 13000 Butterworth, Seberang Perai.",Penang,文教,94,Malaysia
醒侨校友会,Persatuan Bekas Murid Sekolah Seng Keow Kampung Pertama Seberang Perai Tengah,,SRJK (C) Seng Keow Kampung Pertama,Penang,文教,94,Malaysia
威省峇东埔励侨校友会,Persatuan Bekas Murid-Murid Sekolah Lay Keow Pmtg Pauh,,"2, Tingkat Samagagah, 13500 Permatang Pauh, Province Wellesley.",Penang,文教,94,Malaysia
文明校友会,Persatuan Murid-Murid Sekolah Boon Beng,,"1404, Jalan Besar, 14100 Simpang Ampat Seberang Perai Selatan.",Penang,文教,94,Malaysia
威省平民校友会,Persatuan Bekas Murid-Murid School Peng Bin Bukit Tengah Seberang Perai,,"491, Sungai Rambai, 14000 Bukit Mertajam.",Penang,文教,94,Malaysia
威省韩江校友会,Persatuan Bekas Murid-Murid Han Chiang Seberang Prai,,"12, Jalan Ciku, 14000 Bukit Mertajam.",Penang,文教,94,Malaysia
威省大山脚金星校友会,Persatuan Bekas Murid-Murid Sekolah Kim Sen,,"2422, Jalan Kulim, 14000 Bukit Mertajam.",Penang,文教,94,Malaysia
威省励志校友会,,Lee Chee School Ex-Pupils Association,"2281, Jalan Raya, Tasek Gelugor, 13300 Seberang Perai.",Penang,文教,94,Malaysia
威省爪夷崇光校友会,Persatuan Bekas Murid-Murid Sekolah Chong Kuang,,"1177, Kampong Wellesley, 14200 Sg. Bakap, Seberang Perai Selatan.",Penang,文教,94,Malaysia
威中双溪仑武华小校友会,Persatuan Bekas Murid-Murid SJK(C) Kampung Sg. Lembu Bukit Mertajam ,,"No.347, Kampung Sg. Lembu, Bukit Mertajam.",Penang,文教,94,Malaysia
育才校友会,Persatuan Bekas Murid-Murid Sekolah Yu Chye,,"490, Kuala Sungai Pinang, 11000 Balik Pulau, Pulau Pinang.",Penang,文教,95,Malaysia
板厂面大伯公,Pertubuhan Penganut Dewa Tua Peh Kong (Ban Chang Mien),,"No.545, MK16, Jalan Balik Pulau, 11500 Ayer Itam, Pulau Pinang.",Penang,宗教,95,Malaysia
中山校友会,,Chang Shan School Union,"564, Bayan Lepas, 11900 Pulau Pinang.",Penang,文教,95,Malaysia
爱莲玉宝石仙岩大伯公广福庙,Poh Cheok Sian Gum Tua Peh Kong Kung Hock Temple,,"C/o 2-A, Lorong Delima 6, 11700 Island Glades, Pulau Pinang.",Penang,宗教,95,Malaysia
修道院华校校友会,Persatuan Bekas Murid-Murid Convent(China) : Dato Kramat,,"421 Dato Kramat Road, Pulau Pinang.",Penang,文教,95,Malaysia
中华校友会,Persekutuan Persatuan-Persatuan Bekas Pelajar Pelajar Sekolah Tiong Hua Negeri Pulau Pinang,,"No.46, Jalan Anson, Pulau Pinang.",Penang,文教,95,Malaysia
英华学校校友会,,Anglo Chinese School Union,"495-J, Penang Road.",Penang,文教,95,Malaysia
颍川校友会,Persatuan Murid-Murid Tua Sekolah Eng Chuan Pulau Pinang,,"No.24, Seh Tan Court, Pulau Pinang.",Penang,文教,95,Malaysia
宝德社,Poh Teik Seah,,"8 Armenian street, Pulau Pinang.",Penang,宗教,95,Malaysia
中华公校校友会,,Chung Hwa Public School Ex-Students' Association Butterworth,"No.47, Tingkat Molek, Bagan Ajam, Butterworth, Seberang Perai.",Penang,文教,95,Malaysia
真光校友会,Persatuan Murid-Murid Tua Sekolah True Light Kg. Juru Seberang Perai,,"SRJK(C) True Light Kg. Juru, Simpang Ampat.",Penang,文教,95,Malaysia
宝福社,Poh Hock Seah,,"57, Lebuh Armenian, 10200 Pulau Pinang.",Penang,宗教,96,Malaysia
宝珠社,Poe Choo Seah,,"No.51, King Street, Pulau Pinang.",Penang,宗教,96,Malaysia
北海凤山寺包公,Pertubuhan Penganut Dewa Feng Shan Si Bao Gong Butterworth,,"No.1135, Kg. Jawa, 12000 Butterworth, Seberang Perai Utara.",Penang,宗教,96,Malaysia
北海德教会紫道阁,Persatuan Pendidikan Akhlak Che Tao Khor Butterworth,,"12, Jalan Bagan Baru Satu, 12000 Butterworth.",Penang,宗教,96,Malaysia
北海船仔头天福宫,Rumah Berhala Thean Hock Keong,Thean Hock Keong Temple,"Jalan Pantai Bersih, Bagan Ajam, 13000 Butterworth, Pulau Pinang.",Penang,宗教,96,Malaysia
北海福德祠暨中元盂兰胜会,Persatuan Penganut Dewa Hock Teik Soo Dan Tiong Guan Butterworth Section,,"Lot 3214, Lorong Bulan l, Taman Bagan Ajam, Butterworth.",Penang,宗教,96,Malaysia
北海财帛星君庙, Persatuan Penganut Dewa Cai Bo Xing Xing Jun Butterworth ,,"5660-C, Tingkat Melur Satu, Taman Sin Taff off Jalan Raja Uda, Butterworth, Seberang Perai.",Penang,宗教,96,Malaysia
北海斗母宫(1985),Rumah Berhala Tow Boo Kong (1985) Butterworth Seberang Perai,,"Lot 896 MK14, Jalan Raja Uda, Butterworth.",Penang,宗教,96,Malaysia
北海福德祠,Pertubuhan Penganut Hock Teik Su Butterworth Seberang Perai,,"No.l63, Permatang Tengah Mukim 9, Butterworth.",Penang,宗教,96,Malaysia
北海福德正神,Persatuan Penganut-Penganut Hock Teik Cheah Sin Butterworth,,"No.6, Jalan Cantik, Butterworth.",Penang,宗教,96,Malaysia
北海甘光新芭福德宫,Persatuan Penganut Dewa Hock Teik Kong Kg. Simpah Butterworth,,"773 Kg. Simpah, 12300 Butterworth.",Penang,宗教,96,Malaysia
北海佛教会,Persatuan Ugama Buddha Butterworth,Butterworth Buddhist Association,"7156, Tingkat Mak Mandin 3, Mak Mandin, 13400 Butterworth, Pulau Pinang.",Penang,宗教,96,Malaysia
北海苦僧寺,The Ku Cheng Tse Temple Butterworth,,"1350, Jalan Bagan Jermal, 12300 Butterworth.",Penang,宗教,97,Malaysia
北海灵应社,Persatuan Leng Eng Seah Butterworth,,"Lot 2227, Mk 14, Jalan Raja Uda, 13000 Butterworth.",Penang,宗教,97,Malaysia
北海峇眼亚尖市区盂兰胜会,Pertubuhan Perayaan Yee Lan Pekan Bagan Ajam Butterworth,,"3725 Bagan Ajam, Butterworth.",Penang,宗教,97,Malaysia
北海甘光新芭拿督公,Pertubuhan Penganut Dewa Dato Kong Kg. Simpah Jalan Kemuning Butterworth,,"No.1, Jalan Chempaka Raja Uda, Butterworth, Seberang Perai Utara.",Penang,宗教,97,Malaysia
北海峇东丁雅观音庙,"Persatuan Penganut Dewi Kuan Yin Permatang Tengah Butterworth, Seberang Perai Utara",,"314 Permatang Tengah, Butterworth.",Penang,宗教,97,Malaysia
北海峇东丁雅村福德祠,Pertubuhan Penganut Hock Teik Su Butterworth,,"163, Permatang Tengah Mk-9, 13000 Butterworth.",Penang,宗教,97,Malaysia
北海海南昭应庙,Pertubuhan Penganut Dewi Hainan Chao Ying Miao Butterworth,,"3029 Jalan Acham, Butterworth.",Penang,宗教,97,Malaysia
北海麦曼珍福徳祠,Pertubuhan Penganut Hock Teik Soo Mak Mandin Butterworth Seberang Perai,,"No 1070/1, Mak Mandin, Butteworth.",Penang,宗教,97,Malaysia
北海麦曼珍组屋盂兰胜会,Pertubuhan Perayaan Teong Guan Yee Lan Sen Hoay Rumah Pangsa Mak Mandin Butterworth,,"Bilik Perpaduan Rumah Pangsa Mak Mandin Butterworth, Seberang Perai Utara.",Penang,宗教,97,Malaysia
北海峇眼拉浪盂兰胜会及济公活佛,Pertubuhan Perayaan Yee Lan Sen Hoay Dan Chey Kong Hua Hood Bagan Lallang Butterworth,,"3828 Permatang Lanjut, Bagan Lallang, Butterworth.",Penang,宗教,97,Malaysia
北海峇眼亚尖公市盂兰胜会,"Persatuan Perayaan Phor Thor Pasar Awam Bagan Ajarn, Butterworth.",,,Penang,宗教,97,Malaysia
北海峇眼亚尖天福宫,"Thean Hock Keong Dragon Temple Lane Bagan Ajam Butterworth, Province Wellesley.",,,Penang,宗教,97,Malaysia
北海南天宫济公活佛,Pertubuhan Penganut Dewa Lam Then Keon Cher Kong Wa Hood Butterworth,,"No.1405, Bagan Dalam, Butterworth.",Penang,宗教,98,Malaysia
